scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Helichrysum cylindriflorum,Helichrysum cylindriflorum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum cymosum,Helichrysum cymosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum dasyanthum,Helichrysum dasyanthum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum felinum,Helichrysum felinum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum herbaceum,Helichrysum herbaceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum indicum,Helichrysum indicum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum lambertianum,Helichrysum lambertianum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum litorale,Helichrysum litorale,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum moeserianum,Helichrysum moeserianum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum niveum,Helichrysum niveum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum nudifolium,Helichrysum nudifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum odoratissimum,Helichrysum odoratissimum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum oxyphyllum,Helichrysum oxyphyllum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum pandurifolium,Helichrysum pandurifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum patulum,Helichrysum patulum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum petiolare,Helichrysum petiolare,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum rosum,Helichrysum rosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum rotundifolium,Helichrysum rotundifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum rutilans,Helichrysum rutilans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum scabrum,Helichrysum scabrum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum spiralepis,Helichrysum spiralepis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum teretifolium,Helichrysum teretifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum tinctum,Helichrysum tinctum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum zeyheri,Helichrysum zeyheri,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Helichrysum zwartbergense,Helichrysum zwartbergense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila carnosa,Heliophila carnosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila dregeana,Heliophila dregeana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila elongata,Heliophila elongata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila glauca,Heliophila glauca,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila linearis,Heliophila linearis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Heliophila scoparia,Heliophila scoparia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hemimeris racemosa,Hemimeris racemosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hermannia althaeifolia,Hermannia althaeifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hermannia althaeoides,Hermannia althaeoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hermannia angularis,Hermannia angularis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hermannia filifolia,Hermannia filifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Hermannia flammea,Hermannia flammea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
