scientific_name_original,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,recovery_status,releve_ID,plot,year,subregion,latitude,longitude,percent_cover,abundance_class,cover_method,plot_percent_cover,relative_percent_cover,plot_size
Merxmuellera stricta,Tenaxia stricta,(Schrad.) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Scabiosa columbaria,Scabiosa columbaria,L.,Caprifoliaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.012619888944977292,NA
Protea nitida,Protea nitida,Mill.,Proteaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,62.5,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.3154972236244323,NA
Asparagus lignosus,Asparagus lignosus,Burm.f.,Asparagaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Othonna parviflora,Othonna parviflora,L.,Asteraceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Ursinia punctata,Ursinia punctata,N.E.Br.,Asteraceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.012619888944977292,NA
Tephrosia capensis,Tephrosia capensis,(Jacq.) Pers.,Fabaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.012619888944977292,NA
Silene undulata,Silene undulata,Aiton,Caryophyllaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Montinia caryophyllacea,Montinia caryophyllacea,Thunb.,Montiniaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Pentameris macrocalycina,Pentameris macrocalycina,(Steud.) Schweick.,Poaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.07571933366986375,NA
Pseudoselago serrata,Pseudoselago serrata,(P.J.Bergius) Hilliard,Scrophulariaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Dimorphothec nudicauli,Dimorphotheca nudicaulis,DC.,Asteraceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Microloma tenuifolium,Microloma tenuifolium,(L.) K.Schum.,Apocynaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Arctopus echinatus,Arctopus echinatus,L.,Apiaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Festuca scabra,Festuca scabra,Vahl,Poaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Erepsia species,Erepsia,N.E.Br.,Aizoaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Erica placentiflora,Erica placentiflora,Salisb.,Ericaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.012619888944977292,NA
Cliffortia hexandra,Cliffortia hexandra,Weim.,Rosaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,0.07571933366986375,NA
Crassula sebaeoides,Crassula sebaeoides,(Eckl. & Zeyh.) Toelken,Crassulaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Senecio arenarius,Senecio arenarius,Thunb.,Asteraceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Thesium species,Thesium,L.,Santalaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Selago species,Selago,L.,Scrophulariaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Sebaea species,Sebaea,Sol. ex R.Br.,Gentianaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Acrosanthes angustifolia,Acrosanthes angustifolia,Eckl. & Zeyh.,Aizoaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Cysticapnos cracca,Cysticapnos cracca,(Cham. & Schltdl.) Lidén,Papaveraceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Lepidium trifurcum,Lepidium divaricatum subsp. trifurcum,(Sond.) Marais,Brassicaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Leucadendron rubrum,Leucadendron rubrum,Burm.f.,Proteaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Stellaria media,Stellaria media,(L.) Vill.,Caryophyllaceae,wfo_matched,CB_131_1996,CB_131,1996,cederberg,-32.12527778,19.01361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,198.09999999999988,5.047955577990917e-4,NA
Ehrharta calycina,Ehrharta calycina,Sm.,Poaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Elytropappus glandulosus,Stoebe glandulosa,(Less.) N.G.Bergh,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Helichrysum cylindriflorum,Helichrysum cylindriflorum,(L.) Hilliard & B.L.Burtt,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Clutia alaternoides,Clutia alaternoides,L.,Peraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Ficinia nigrescens,Ficinia nigrescens,(Schrad.) J.Raynal,Cyperaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Lobostemon glaucophyllus,Lobostemon glaucophyllus,Buek.,Boraginaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Chironia baccifera,Chironia baccifera,L.,Gentianaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Heeria argentea,Heeria argentea,Meisn.,Anacardiaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Myrsine africana,Myrsine africana,L.,Primulaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Peucedanum sonderi,Notobubon sonderi,(M.Hiroe) Magee,Apiaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Diospyros glabra,Diospyros glabra,(L.) De Winter,Ebenaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Ischyrolepis gaudichaudiana,Restio gaudichaudianus,Kunth,Restionaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,87.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.5084253341080769,NA
Dimorphotheca acutifolia,Dimorphotheca acutifolia,Hutch.,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Merxmuellera stricta,Tenaxia stricta,(Schrad.) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,15,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.08715862870424175,NA
Protea nitida,Protea nitida,Mill.,Proteaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.21789657176060437,NA
Asparagus lignosus,Asparagus lignosus,Burm.f.,Asparagaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Osteospermum rigidum,Osteospermum rigidum,Aiton,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Pelargonium tabulare,Pelargonium tabulare,(L.) L'Hér.,Geraniaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Ursinia punctata,Ursinia punctata,N.E.Br.,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Silene undulata,Silene undulata,Aiton,Caryophyllaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Montinia caryophyllacea,Montinia caryophyllacea,Thunb.,Montiniaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,15,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.08715862870424175,NA
Pseudoselago serrata,Pseudoselago serrata,(P.J.Bergius) Hilliard,Scrophulariaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Helichrysum dasyanthum,Helichrysum dasyanthum,Sweet,Asteraceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Festuca scabra,Festuca scabra,Vahl,Poaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Erepsia species,Erepsia,N.E.Br.,Aizoaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Erica placentiflora,Erica placentiflora,Salisb.,Ericaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Cliffortia hexandra,Cliffortia hexandra,Weim.,Rosaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,0.014526438117373626,NA
Crassula sebaeoides,Crassula sebaeoides,(Eckl. & Zeyh.) Toelken,Crassulaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Selago species,Selago,L.,Scrophulariaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Sebaea species,Sebaea,Sol. ex R.Br.,Gentianaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Cyphia volubilis,Cyphia volubilis,Willd.,Campanulaceae,wfo_matched,CB_132_1996,CB_132,1996,cederberg,-32.12388889,19.01083333,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,172.09999999999994,5.81057524694945e-4,NA
Aristea dichotoma,Aristea dichotoma,(Thunb.) Ker Gawl.,Iridaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Elytropappus glandulosus,Stoebe glandulosa,(Less.) N.G.Bergh,Asteraceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Macrostylis tenuis,Macrostylis tenuis,E.Mey.,Rutaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Pelargonium coronopifolium,Pelargonium coronopifolium,Jacq.,Geraniaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Rafnia diffusa,Rafnia diffusa,Thunb.,Fabaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,15,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.13204225352112678,NA
Thamnochortus platypteris,Thamnochortus platypteris,Kunth,Restionaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.02200704225352113,NA
Wahlenbergia macrostachys,Wahlenbergia macrostachys,(A.DC.) Lammers,Campanulaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Willdenowia arescens,Willdenowia arescens,Kunth,Restionaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.02200704225352113,NA
Cannomois parviflora,Cannomois parviflora,(Thunb.) Pillans,Restionaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.02200704225352113,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Ficinia species,Ficinia,Schrad.,Cyperaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Tetraria compar,Schoenus compar,L.,Cyperaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.02200704225352113,NA
Rafnia cuneifolia,Rafnia cuneifolia,Thunb.,Fabaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Elegia filacea,Elegia filacea,Mast.,Restionaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,87.5,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,0.7702464788732395,NA
Thesium nudicaule,Thesium nudicaule,A.W.Hill,Santalaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Lobelia coronopifolia,Lobelia coronopifolia,L.,Campanulaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Serruria aitonii,Serruria aitonii,R.Br.,Proteaceae,wfo_matched,CB_133_1996,CB_133,1996,cederberg,-32.12222222,19.00916667,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,113.6,8.802816901408452e-4,NA
Aristea dichotoma,Aristea dichotoma,(Thunb.) Ker Gawl.,Iridaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Ehrharta calycina,Ehrharta calycina,Sm.,Poaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Elytropappus glandulosus,Stoebe glandulosa,(Less.) N.G.Bergh,Asteraceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.03881987577639752,NA
Ficinia deusta,Ficinia deusta,(P.J.Bergius) Levyns,Cyperaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Metalasia fastigiata,Metalasia fastigiata,(Thunb.) D.Don,Asteraceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.03881987577639752,NA
Thamnochortus platypteris,Thamnochortus platypteris,Kunth,Restionaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.03881987577639752,NA
Thesium subnudum,Thesium subnudum,Sond.,Santalaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Wahlenbergia macrostachys,Wahlenbergia macrostachys,(A.DC.) Lammers,Campanulaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Willdenowia arescens,Willdenowia arescens,Kunth,Restionaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,15,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.23291925465838512,NA
Cannomois parviflora,Cannomois parviflora,(Thunb.) Pillans,Restionaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.5822981366459629,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Ficinia species,Ficinia,Schrad.,Cyperaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Lobostemon trichotomus,Lobostemon trichotomus,(Thunb.) DC. & A.DC.,Boraginaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
Phylica villosa,Phylica villosa,Thunb.,Rhamnaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.03881987577639752,NA
Struthiola ciliata,Struthiola ciliata,(L.) Lam.,Thymelaeaceae,wfo_matched,CB_134_1996,CB_134,1996,cederberg,-32.11972222,19.0075,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,64.39999999999999,0.001552795031055901,NA
